date,course_id,course_title,learners_total,learners_delta,reviews_total,reviews_delta
2026-03-26,138385,Power BI: от новичка до уверенного бизнес-пользователя,3254,5,161,0
2026-03-26,122957,Power BI: бизнес-аналитика и дашборды для практики,1523,1,131,0
2026-03-26,121929,Excel VBA – Программирование макросов в Excel,1317,1,39,0
2026-03-26,121250,Microsoft Excel - Продвинутый пользователь Excel,1160,0,58,0
2026-03-26,119119,Excel: от новичка до уверенного бизнес-пользователя,4610,2,314,1
2026-03-26,111236,Power bi и язык DAX. Базовый уровень. Упор на маркетинг и ecom,1288,0,146,0
2026-03-27,244062,Анализ данных Python: с 0 до уверенного бизнес-пользователя,189,1,6,0
2026-03-27,223260,Аналитика и Data Science для менеджеров и гуманитариев,230,0,5,0
2026-03-27,220868,Power BI: от новичка до профессионала,359,0,2,0
2026-03-27,219647,Power BI Service: основное для бизнес-пользователей,396,0,3,0
2026-03-27,219191,Excel Power Query и Pivot:  от новичка до профессионала,227,0,1,0
2026-03-27,215033,Расширенный\Advanced DAX для бизнес-пользователей,781,0,18,0
2026-03-27,209880,Описательная статистика для оптимизации (тема: HR-аналитика),1442,0,38,0
2026-03-27,209760,Построение бизнес-ориентированной HR функции,52,0,2,0
2026-03-27,209479,Управление проектами преобразований (трансформационные проекты),63,0,7,0
2026-03-27,201431,Основы M в Power Query для бизнес-пользователей,77,0,4,0
2026-03-27,199534,Advanced\Расширенный Power Query для бизнес-пользователей,807,1,21,0
2026-03-27,192863,Практика оргпроектирования (организационный дизайн),191,0,2,0
2026-03-27,190679,"Microsoft Power BI, Power Query, DAX",1052,1,45,0
2026-03-27,185696,SQL: от новичка до уверенного бизнес-пользователя,525,0,29,0
2026-03-27,181875,SQL для всех: от начинающих до продвинутых,629,1,49,0
2026-03-27,175185,Excel: от новичка до аналитика,3056,2,50,0
2026-03-27,173117,Excel: основное для работы с массивами и базами данных,3407,2,113,0
2026-03-27,163258,Управление проектами: полное погружение в PMBOK-7,1763,1,87,0
2026-03-27,159477,Power Point:  от новичка до уверенного бизнес-пользователя,429,0,34,0
2026-03-27,153842,Аналитика в SPSS: от новичка до уверенного бизнес-пользователя,351,0,13,0
2026-03-27,146872,"Advanced Excel: поиск решений, аналитика и прогнозирование",3692,2,69,0
2026-03-27,144530,Excel Power Query и Pivot (+BI): с 0 до бизнес-пользователя,5180,5,192,0
2026-03-27,138385,Power BI: от новичка до уверенного бизнес-пользователя,3258,4,161,0
2026-03-27,122957,Power BI: бизнес-аналитика и дашборды для практики,1523,0,131,0
2026-03-27,121929,Excel VBA – Программирование макросов в Excel,1317,0,40,1
2026-03-27,121250,Microsoft Excel - Продвинутый пользователь Excel,1160,0,58,0
2026-03-27,119119,Excel: от новичка до уверенного бизнес-пользователя,4613,3,315,1
2026-03-27,111236,Power bi и язык DAX. Базовый уровень. Упор на маркетинг и ecom,1288,0,146,0
2026-03-28,244062,Анализ данных Python: с 0 до уверенного бизнес-пользователя,189,0,6,0
2026-03-28,223260,Аналитика и Data Science для менеджеров и гуманитариев,230,0,5,0
2026-03-28,220868,Power BI: от новичка до профессионала,360,1,2,0
2026-03-28,219647,Power BI Service: основное для бизнес-пользователей,397,1,3,0
2026-03-28,219191,Excel Power Query и Pivot:  от новичка до профессионала,227,0,1,0
2026-03-28,215033,Расширенный\Advanced DAX для бизнес-пользователей,783,2,18,0
2026-03-28,209880,Описательная статистика для оптимизации (тема: HR-аналитика),1442,0,38,0
2026-03-28,209760,Построение бизнес-ориентированной HR функции,52,0,2,0
2026-03-28,209479,Управление проектами преобразований (трансформационные проекты),64,1,7,0
2026-03-28,201431,Основы M в Power Query для бизнес-пользователей,77,0,4,0
2026-03-28,199534,Advanced\Расширенный Power Query для бизнес-пользователей,809,2,21,0
2026-03-28,192863,Практика оргпроектирования (организационный дизайн),191,0,2,0
2026-03-28,190679,"Microsoft Power BI, Power Query, DAX",1053,1,45,0
2026-03-28,185696,SQL: от новичка до уверенного бизнес-пользователя,525,0,29,0
2026-03-28,181875,SQL для всех: от начинающих до продвинутых,629,0,49,0
2026-03-28,175185,Excel: от новичка до аналитика,3060,4,50,0
2026-03-28,173117,Excel: основное для работы с массивами и базами данных,3411,4,113,0
2026-03-28,163258,Управление проектами: полное погружение в PMBOK-7,1764,1,87,0
2026-03-28,159477,Power Point:  от новичка до уверенного бизнес-пользователя,431,2,34,0
2026-03-28,153842,Аналитика в SPSS: от новичка до уверенного бизнес-пользователя,352,1,13,0
2026-03-28,146872,"Advanced Excel: поиск решений, аналитика и прогнозирование",3697,5,69,0
2026-03-28,144530,Excel Power Query и Pivot (+BI): с 0 до бизнес-пользователя,5186,6,192,0
2026-03-28,138385,Power BI: от новичка до уверенного бизнес-пользователя,3262,4,161,0
2026-03-28,122957,Power BI: бизнес-аналитика и дашборды для практики,1523,0,131,0
2026-03-28,121929,Excel VBA – Программирование макросов в Excel,1319,2,40,0
2026-03-28,121250,Microsoft Excel - Продвинутый пользователь Excel,1160,0,58,0
2026-03-28,119119,Excel: от новичка до уверенного бизнес-пользователя,4618,5,315,0
2026-03-28,111236,Power bi и язык DAX. Базовый уровень. Упор на маркетинг и ecom,1288,0,146,0
